,,,Salary,,,,,,,
262,Boban Marjanović,DAL,"$3,500,000","$3,500,000",,,,,Early Bird,"$7,000,000"
263,Mike Muscala,OKC,"$3,500,000","$3,500,000",,,,,MLE,"$3,500,000"
264,Cole Anthony,ORL,"$3,449,400","$3,613,680","$5,539,771",,,,1st Round Pick,"$7,063,080"
265,Corey Kispert,WAS,"$3,383,640","$3,552,960","$3,722,040","$5,705,887",,,1st Round Pick,"$6,936,600"
266,Trey Burke,DAL,"$3,333,333","$3,492,063",,,,,MLE,"$3,333,333"
267,Georges Niang,PHI,"$3,300,000","$3,465,000",,,,,MLE,"$6,765,000"
268,Chuma Okeke,ORL,"$3,277,080","$3,433,320","$5,266,713",,,,1st Round Pick,"$6,710,400"
269,Isaiah Stewart,DET,"$3,277,080","$3,433,320","$5,266,713",,,,1st Round Pick,"$6,710,400"
270,Nickeil Alexander-Walker,UTA,"$3,261,480","$5,009,633",,,,,1st Round Pick,"$8,271,113"
271,Alperen Şengün,HOU,"$3,214,680","$3,375,480","$3,536,400","$5,424,838",,,1st Round Pick,"$6,590,160"
272,Nicolas Batum,LAC,"$12,213,507","$12,372,008",,,,,Non Bird,"$3,170,029"
273,Jon Leuer,MIL,"$3,169,347",,,,,,,"$3,169,347"
274,Aleksej Pokusevski,OKC,"$3,113,160","$3,261,480","$5,009,633",,,,1st Round Pick,"$6,374,640"
275,Goga Bitadze,IND,"$3,098,400","$4,765,339",,,,,1st Round Pick,"$7,863,739"
276,Trey Murphy III,NOP,"$3,053,760","$3,206,640","$3,359,280","$5,159,854",,,1st Round Pick,"$6,260,400"
277,Sterling Brown,DAL,"$3,000,000","$3,000,000",,,,,Bi-Annual Exception,"$6,000,000"
278,Michael Carter-Williams,ORL,"$3,000,000",,,,,,,"$3,000,000"
279,Frank Jackson,DET,"$3,000,000","$3,150,000",,,,,Cap Space,"$3,000,000"
280,Josh Green,DAL,"$2,957,520","$3,098,400","$4,765,339",,,,1st Round Pick,"$6,055,920"
281,Tre Mann,OKC,"$2,901,240","$3,046,200","$3,191,280","$4,908,189",,,1st Round Pick,"$5,947,440"
282,Dewayne Dedmon,DET,"$5,256,308","$2,866,667","$2,866,667","$2,866,667",,,,"$11,466,668"
283,Andrew Nicholson,POR,"$2,844,429","$2,844,429","$2,844,429",,,,,"$8,533,287"
284,Matisse Thybulle,PHI,"$2,840,160","$4,379,527",,,,,1st Round Pick,"$7,219,687"
285,Saddiq Bey,DET,"$2,824,320","$2,959,080","$4,556,983",,,,1st Round Pick,"$5,783,400"
286,Kai Jones,CHO,"$2,770,560","$2,909,160","$3,047,760","$4,693,550",,,1st Round Pick,"$5,679,720"
287,Brandon Clarke,MEM,"$2,726,880","$4,343,920",,,,,1st Round Pick,"$7,070,800"
288,Precious Achiuwa,TOR,"$2,711,280","$2,840,160","$4,379,527",,,,1st Round Pick,"$5,551,440"
289,Jalen Johnson,ATL,"$2,659,560","$2,792,520","$2,925,480","$4,511,090",,,1st Round Pick,"$5,452,080"
290,Paul Millsap,PHI,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
291,E'Twaun Moore,ORL,"$2,641,691",,,,,,,"$2,641,691"
292,Udonis Haslem,MIA,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
293,Markieff Morris,MIA,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
294,Trevor Ariza,LAL,"$2,641,691",,,,,,,"$2,641,691"
295,DeAndre Jordan,LAL,"$11,109,327","$7,827,907",,,,,,"$2,641,691"
296,Dwight Howard,LAL,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
297,Wayne Ellington,LAL,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
298,Carmelo Anthony,LAL,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
299,Enes Freedom,HOU,"$2,641,691",,,,,,,"$2,641,691"
300,Andre Iguodala,GSW,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
301,Rajon Rondo,CLE,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
302,James Johnson,BRK,"$2,641,691",,,,,,,"$2,641,691"
303,Blake Griffin,BRK,"$32,405,817",,,,,,Minimum Salary,"$2,641,691"
304,LaMarcus Aldridge,BRK,"$2,641,691",,,,,,Minimum Salary,"$2,641,691"
305,Avery Bradley,LAL,"$2,641,691",,,,,,,
306,Ed Davis,CLE,"$2,641,691",,,,,,,
307,Grant Williams,BOS,"$2,617,800","$4,306,281",,,,,1st Round Pick,"$6,924,081"
308,Tyrese Maxey,PHI,"$2,602,920","$2,726,880","$4,343,920",,,,1st Round Pick,"$5,329,800"
309,Keon Johnson,POR,"$2,553,120","$2,681,040","$2,808,720","$4,474,291",,,1st Round Pick,"$5,234,160"
310,Darius Bazley,OKC,"$2,513,040","$4,264,629",,,,,1st Round Pick,"$6,777,669"
311,Trey Lyles,SAC,"$2,500,000","$2,625,000",,,,,Cap Space,"$2,500,000"
312,Zeke Nnaji,DEN,"$2,498,760","$2,617,800","$4,306,281",,,,1st Round Pick,"$5,116,560"
313,Isaiah Jackson,IND,"$2,451,120","$2,573,760","$2,696,280","$4,435,381",,,1st Round Pick,"$5,024,880"
314,Ty Jerome,OKC,"$2,412,840","$4,220,057",,,,,1st Round Pick,"$6,632,897"
315,Hassan Whiteside,UTA,"$2,401,537",,,,,,Minimum Salary,"$2,401,537"
316,Kent Bazemore,LAL,"$2,401,537",,,,,,Minimum Salary,"$2,401,537"
317,Austin Rivers,DEN,"$2,401,537",,,,,,Minimum Salary,"$2,401,537"
318,Andre Drummond,BRK,"$2,401,537",,,,,,Minimum Salary,"$2,401,537"
319,Cory Joseph,DET,"$7,310,000","$5,155,000",,,,,,"$7,310,000"
320,Cody Zeller,POR,"$2,389,641",,,,,,,"$2,389,641"
321,Ben McLemore,POR,"$2,389,641",,,,,,Minimum Salary,"$2,389,641"
322,Solomon Hill,NYK,"$2,389,641",,,,,,,"$2,389,641"
323,Tony Snell,NOP,"$2,389,641",,,,,,Minimum Salary,"$2,389,641"
324,Victor Oladipo,MIA,"$2,389,641",,,,,,Minimum Salary,"$2,389,641"
325,Dewayne Dedmon,MIA,"$5,256,308","$2,866,667","$2,866,667","$2,866,667",,,Minimum Salary,"$2,389,641"
326,Otto Porter Jr.,GSW,"$2,389,641",,,,,,Minimum Salary,"$2,389,641"
327,Leandro Bolmaro,MIN,"$2,353,320","$2,471,160","$2,588,400","$4,392,515",,,1st Round Pick,"$4,824,480"
328,Usman Garuba,HOU,"$2,353,320","$2,471,160","$2,588,400","$4,392,515",,,1st Round Pick,"$4,824,480"
329,Willy Hernangómez,NOP,"$2,327,220","$2,443,581","$2,559,942",,,,Non Bird,"$4,770,801"
330,Nassir Little,POR,"$2,316,240","$4,171,548",,,,,1st Round Pick,"$6,487,788"
331,R.J. Hampton,ORL,"$2,303,040","$2,412,840","$4,220,057",,,,1st Round Pick,"$4,715,880"
332,Josh Christopher,HOU,"$2,259,240","$2,372,160","$2,485,200","$4,346,615",,,1st Round Pick,"$4,631,400"
333,Monta Ellis,IND,"$2,245,400",,,,,,,"$2,245,400"
334,Elfrid Payton,PHO,"$2,239,544",,,,,,Minimum Salary,"$2,239,544"
335,Rodney Hood,LAC,"$2,239,544",,,,,,Minimum Salary,"$2,239,544"
336,Dylan Windler,CLE,"$2,239,200","$4,037,278",,,,,1st Round Pick,"$6,276,478"
337,Immanuel Quickley,NYK,"$2,210,640","$2,316,240","$4,171,548",,,,1st Round Pick,"$4,526,880"
338,John Konchar,MEM,"$2,197,674","$2,302,326","$2,406,977",,,,MLE,"$6,906,977"
339,Quentin Grimes,NYK,"$2,168,760","$2,277,000","$2,385,720","$4,296,682",,,1st Round Pick,"$4,445,760"
340,Jordan Poole,GSW,"$2,161,440","$3,901,399",,,,,1st Round Pick,"$6,062,839"
341,Bol Bol,ORL,"$2,161,152",,,,,,MLE,"$2,161,152"
342,Keldon Johnson,SAS,"$2,145,720","$3,873,025",,,,,1st Round Pick,"$6,018,745"
343,Payton Pritchard,BOS,"$2,137,440","$2,239,200","$4,037,278",,,,1st Round Pick,"$4,376,640"
344,Kevin Porter Jr.,HOU,"$2,130,240","$3,845,083",,,,,1st Round Pick,"$5,975,323"
345,Bones Hyland,DEN,"$2,096,880","$2,201,400","$2,306,400","$4,158,439",,,1st Round Pick,"$4,298,280"
346,Raul Neto,WAS,"$2,089,448",,,,,,Minimum Salary,"$2,089,448"
347,Frank Kaminsky,PHO,"$2,089,448",,,,,,,"$2,089,448"
348,Nemanja Bjelica,GSW,"$2,089,448",,,,,,Minimum Salary,"$2,089,448"
349,Udoka Azubuike,UTA,"$2,075,880","$2,174,880","$3,923,484",,,,1st Round Pick,"$4,250,760"
350,Jaden McDaniels,MIN,"$2,063,280","$2,161,440","$3,901,399",,,,1st Round Pick,"$4,224,720"
351,Malachi Flynn,TOR,"$2,048,040","$2,145,720","$3,873,025",,,,1st Round Pick,"$4,193,760"
352,Cam Thomas,BRK,"$2,036,280","$2,138,160","$2,240,040","$4,041,032",,,1st Round Pick,"$4,174,440"
353,Desmond Bane,MEM,"$2,033,160","$2,130,240","$3,845,083",,,,1st Round Pick,"$4,163,400"
354,Jaden Springer,PHI,"$2,023,800","$2,125,200","$2,226,360","$4,018,580",,,1st Round Pick,"$4,149,000"
355,Day'Ron Sharpe,BRK,"$2,009,040","$2,109,360","$2,210,160","$3,989,339",,,1st Round Pick,"$4,118,400"
356,Jeremiah Robinson-Earl,OKC,"$2,000,000","$2,000,000","$1,900,000","$1,988,598",,,MLE,"$4,000,000"
357,Killian Tillie,MEM,"$2,000,000","$2,000,000",,,,,Room Exception,"$4,000,000"
358,Abdel Nader,PHO,"$2,000,000",,,,,,,"$2,000,000"
359,Théo Maledon,OKC,"$2,000,000","$1,900,000","$1,930,681",,,,MLE,"$2,000,000"
360,Kenrich Williams,OKC,"$2,000,000","$2,000,000",,,,,,
361,Santi Aldama,MEM,"$1,994,520","$2,094,240","$2,194,200","$3,960,531",,,1st Round Pick,"$4,088,760"
362,Damian Jones,SAC,"$1,977,011",,,,,,,
363,Wesley Matthews,MIL,"$1,958,501",,,,,,,
364,Rodney McGruder,DET,"$1,939,350",,,,,,Minimum Salary,"$1,939,350"
365,DeAndre' Bembry,BRK,"$2,541,217",,,,,,,"$1,939,350"
366,Gary Payton II,GSW,"$1,939,350",,,,,,Minimum Salary,"$350,000"
367,Timothé Luwawu-Cabarrot,ATL,"$1,939,350",,,,,,,
368,PJ Dozier,ORL,"$1,910,860",,,,,,,"$1,910,860"
369,Damion Lee,GSW,"$1,910,860",,,,,,,
370,Larry Sanders,MIL,"$1,865,547",,,,,,,"$1,865,547"
371,Shake Milton,PHI,"$1,846,738","$1,997,718",,,,,Cap Space,"$1,846,738"
372,Mitchell Robinson,NYK,"$1,802,057",,,,,,MLE,"$1,802,057"
373,Jalen Brunson,DAL,"$1,802,057",,,,,,,
374,Dennis Smith Jr.,POR,"$1,789,256",,,,,,,"$1,789,256"
375,Malik Monk,LAL,"$1,789,256",,,,,,Minimum Salary,"$1,789,256"
376,Semi Ojeleye,LAC,"$1,789,256",,,,,,,"$1,789,256"
377,Frank Ntilikina,DAL,"$1,789,256","$2,036,318",,,,,Minimum Salary,"$1,789,256"
378,Tony Bradley,CHI,"$1,789,256","$2,036,318",,,,,Minimum Salary,"$1,789,256"
379,Didi Louzada,POR,"$1,786,878","$1,876,222","$1,965,566","$2,057,646",,,Non Bird,"$3,663,100"
380,Daniel Gafford,WAS,"$1,782,621","$1,930,681","$12,402,000","$13,394,160","$14,386,320",,Minimum Salary,"$43,895,782"
381,Terance Mann,LAC,"$1,782,621","$1,930,681","$10,576,923","$11,423,077",,,Minimum Salary,"$25,713,302"
382,Eric Paschall,UTA,"$1,782,621",,,,,,MLE,"$1,782,621"
383,KZ Okpala,OKC,"$1,782,621",,,,,,,"$1,782,621"
384,Carsen Edwards,MEM,"$76,744","$1,815,677",,,,,,"$1,782,621"
385,Bruno Fernando,HOU,"$1,782,621",,,,,,Cap space,"$1,782,621"
386,Cody Martin,CHO,"$1,782,621",,,,,,MLE,"$1,782,621"
387,Nic Claxton,BRK,"$1,782,621",,,,,,Minimum Salary,"$1,782,621"
388,Luguentz Dort,OKC,"$1,782,621","$1,930,681",,,,,Minimum Salary,"$625,000"
389,Isaiah Roby,OKC,"$1,782,621","$1,930,681",,,,,,
390,Jaylen Nowell,MIN,"$1,782,621","$1,930,681",,,,,,
391,Naz Reid,MIN,"$1,782,621","$1,930,681",,,,,,
392,Vlatko Čančar,DEN,"$1,782,621",,,,,,,
393,Dean Wade,CLE,"$1,782,621","$1,930,681",,,,,,
394,Jalen McDaniels,CHO,"$1,782,621","$1,930,681",,,,,,
395,Drew Eubanks,TOR,"$1,762,796",,,,,,,"$1,762,796"
396,Chimezie Metu,SAC,"$1,762,796","$1,910,860",,,,,,
397,Yuta Watanabe,TOR,"$1,762,769",,,,,,,
398,Svi Mykhailiuk,TOR,"$1,729,217","$1,878,720",,,,,Minimum Salary,"$1,729,217"
399,Keita Bates-Diop,SAS,"$1,729,217","$1,878,720",,,,,Minimum Salary,"$1,729,217"
400,Moritz Wagner,ORL,"$1,729,217","$1,878,720",,,,,Minimum Salary,"$1,729,217"
401,Thanasis Antetokounmpo,MIL,"$1,729,217","$1,878,720",,,,,Minimum Salary,"$1,729,217"
402,Isaac Bonga,TOR,"$1,729,217",,,,,,,
403,Isaiah Hartenstein,LAC,"$3,430,810",,,,,,,
404,Juan Toscano-Anderson,GSW,"$1,701,593",,,,,,Minimum Salary,"$1,701,593"
405,Moses Brown,DAL,"$1,720,779",,,,,,,"$1,701,593"
406,Oshae Brissett,IND,"$1,701,593","$1,846,738",,,,,,
407,Isaiah Hartenstein,CLE,"$3,430,810",,,,,,,
408,Herbert Jones,NOP,"$1,700,000","$1,785,000","$1,836,096",,,,MLE,"$3,485,000"
409,Gabriel Deck,OKC,"$1,690,507",,,,,,Cap Space,"$1,690,507"
410,Jordan McLaughlin,MIN,"$1,669,178","$1,815,677","$1,968,182",,,,Early Bird,"$5,453,037"
411,Javonte Green,CHI,"$1,669,178","$1,815,677",,,,,Minimum Salary,"$3,484,855"
412,Max Strus,MIA,"$1,669,178","$1,815,677",,,,,Minimum Salary,"$1,669,178"
413,Gabe Vincent,MIA,"$1,669,178","$1,815,677",,,,,Minimum Salary,"$1,669,178"
414,Kevin Pangos,CLE,"$1,669,178",,,,,,,"$1,669,178"
415,Matt Thomas,CHI,"$1,669,178",,,,,,Minimum Salary,"$1,669,178"
416,Vernon Carey Jr.,WAS,"$1,517,981","$1,782,621","$1,930,681",,,,Cap Space,"$3,300,602"
417,Xavier Tillman Sr.,MEM,"$1,517,981","$1,782,621","$1,930,681",,,,MLE,"$3,300,602"
418,Tyrell Terry,DAL,"$1,517,981","$1,782,621",,,,,,"$3,300,602"
419,Tre Jones,SAS,"$1,517,981","$1,782,621",,,,,MLE,"$1,517,981"
420,Robert Woodard II,SAC,"$1,517,981",,,,,,,"$1,517,981"
421,Jahmi'us Ramsey,SAC,"$1,517,981",,,,,,,"$1,517,981"
422,CJ Elleby,POR,"$1,517,981",,,,,,Minimum Salary,"$1,517,981"
423,Elijah Hughes,POR,"$1,517,981",,,,,,Minimum Salary,"$1,517,981"
424,Isaiah Joe,PHI,"$1,517,981","$1,782,621",,,,,MLE,"$1,517,981"
425,Naji Marshall,NOP,"$1,517,981","$1,782,621","$1,930,681",,,,MLE,"$1,517,981"
426,Jordan Nwora,MIL,"$1,517,981",,,,,,Minimum Salary,"$1,517,981"
427,Nick Richards,CHO,"$1,517,981","$1,782,621",,,,,Cap Space,"$1,517,981"
428,Anthony Gill,WAS,"$1,517,981",,,,,,,
429,Paul Reed,PHI,"$1,517,981","$1,782,621",,,,,,
430,Kenyon Martin Jr.,HOU,"$1,517,981","$1,782,621","$1,930,681",,,,,
431,Jae'Sean Tate,HOU,"$1,517,981","$1,782,621",,,,,,
432,Lamar Stevens,CLE,"$1,517,981","$1,782,621","$1,930,681",,,,,
433,Isaiah Todd,WAS,"$1,500,000","$1,563,518","$1,836,096","$1,988,598",,,MLE,"$4,899,614"
434,Jose Alvarado,NOP,"$1,500,000","$1,563,518","$1,836,096","$1,988,598",,,MLE,"$3,063,518"
435,Saben Lee,DET,"$1,489,065","$1,752,638","$1,902,137",,,,Cap Space,"$3,241,703"
436,Omer Yurtseven,MIA,"$1,489,065","$1,752,638",,,,,Minimum Salary,"$1,489,065"
437,Armoni Brooks,HOU,"$1,625,991","$1,752,638",,,,,,"$1,489,065"
438,J.R. Smith,CLE,"$1,456,666",,,,,,,"$1,456,666"
439,Danuel House Jr.,HOU,"$2,045,094",,,,,,,"$1,387,498"
440,Bismack Biyombo,PHO,"$1,366,392",,,,,,Minimum Salary,"$1,518,213"
441,George Hill,PHI,"$4,000,000","$4,000,000",,,,,,"$1,275,491"
442,DeMarre Carroll,SAS,"$1,252,127",,,,,,,"$1,252,127"
443,JT Thor,CHO,"$1,250,000","$1,563,518","$1,836,096","$1,988,598",,,Cap Space,"$2,813,518"
444,Garrison Mathews,HOU,"$1,093,598","$1,815,677","$1,968,182","$2,230,253",,,Cap Space,"$1,093,598"
445,Alfonzo McKinnie,CHI,"$1,090,007",,,,,,,"$1,292,183"
446,Jabari Parker,BOS,"$1,068,288",,,,,,,"$1,168,288"
447,Jason Preston,LAC,"$1,062,303","$1,563,518","$1,836,096",,,,Mini MLE,"$2,625,821"
448,Isaiah Livers,DET,"$1,057,260","$1,563,518","$1,836,096",,,,Cap Space,"$2,620,778"
449,Guerschon Yabusele,BOS,"$1,039,080",,,,,,,"$1,039,080"
450,Aaron Wiggins,OKC,"$1,000,000","$1,563,518","$1,836,096","$1,988,598",,,Cap Space,"$1,000,000"
451,Tristan Thompson,CHI,"$10,720,900",,,,,,Bi-Annual Exception,"$1,000,000"
452,Kyle Singler,OKC,"$999,200","$999,200",,,,,,"$1,998,400"
453,Marquese Chriss,DAL,"$958,529","$2,193,920",,,,,Minimum Salary,"$3,486,820"
454,Jared Butler,UTA,"$925,258","$1,563,518",,,,,Minimum Salary,"$2,488,776"
455,Greg Brown III,POR,"$925,258","$1,563,518","$1,836,096",,,,Mini MLE,"$2,488,776"
456,Miles McBride,NYK,"$925,258","$1,563,518","$1,836,096",,,,Cap Space,"$2,488,776"
457,Brandon Boston Jr.,LAC,"$925,258","$1,563,518","$1,836,096",,,,Mini MLE,"$2,488,776"
458,Marko Simonovic,CHI,"$925,258","$1,563,518","$1,836,096",,,,MLE,"$2,488,776"
459,Vit Krejci,OKC,"$925,258","$1,563,518","$1,836,096","$1,988,598",,,MLE,"$1,707,017"
460,Charles Bassey,PHI,"$925,258","$1,563,518","$1,836,096",,,,MLE,"$1,000,000"
461,Dalano Banton,TOR,"$925,258","$1,563,518",,,,,Minimum Salary,"$925,258"
462,Jock Landale,SAS,"$925,258","$1,563,518",,,,,Minimum Salary,"$925,258"
463,Ayo Dosunmu,CHI,"$925,258","$1,563,518",,,,,Minimum Salary,"$925,258"
464,Austin Reaves,LAL,"$925,258",,,,,,,
465,Luka Garza,DET,"$925,258",,,,,,,
466,Lance Stephenson,IND,"$924,730",,,,,,Minimum Salary,"$1,476,806"
467,Stanley Johnson,LAL,"$888,616","$2,351,521",,,,,Minimum Salary,"$1,248,865"
468,Miye Oni,OKC,"$850,331",,,,,,,"$850,331"
469,Wayne Selden,NYK,"$785,102",,,,,,,"$785,102"
470,Goran Dragić,BRK,"$20,168,742",,,,,,Minimum Salary,"$728,742"
471,Brad Wanamaker,IND,"$705,598",,,,,,,"$705,598"
472,Alize Johnson,CHI,"$705,598",,,,,,,"$705,598"
473,DeMarcus Cousins,DEN,"$1,290,481",,,,,,Minimum Salary,"$1,138,659"
474,Shaun Livingston,GSW,"$666,666",,,,,,,"$666,666"
475,Sam Merrill,MEM,"$663,024",,,,,,Minimum Salary,"$663,024"
476,Danuel House Jr.,UTA,"$2,045,094",,,,,,Minimum Salary,"$991,967"
477,D.J. Augustin,LAL,"$7,622,467","$333,333",,,,,Minimum Salary,"$622,467"
478,DeMarcus Cousins,MIL,"$1,290,481",,,,,,,"$607,285"
479,Luke Kornet,BOS,"$606,702",,,,,,Minimum Salary,"$606,702"
480,DeAndre' Bembry,MIL,"$2,541,217",,,,,,,"$601,867"
481,DeAndre Jordan,PHI,"$11,109,327","$7,827,907",,,,,Minimum Salary,"$592,103"
482,Ryan Arcidiacono,NYK,"$586,136",,,,,,Minimum Salary,"$791,798"
483,Keifer Sykes,IND,"$558,345",,,,,,,"$558,345"
484,Caleb Martin,MIA,"$527,614",,,,,,Minimum Salary,"$527,614"
485,Tomáš Satoranský,WAS,"$10,468,119",,,,,,Minimum Salary,"$468,119"
486,Georgios Kalaitzakis,MIL,"$462,629",,,,,,,"$462,629"
487,Jevon Carter,MIL,"$4,107,149","$3,925,000",,,,,Minimum Salary,"$457,149"
488,Gary Clark,NOP,"$377,645",,,,,,,"$377,645"
489,Devontae Cacok,SAS,"$364,533",,,,,,Minimum Salary,"$364,533"
490,Sam Dekker,TOR,"$350,000",,,,,,,"$350,000"
491,Sam Hauser,BOS,"$313,737","$1,563,518",,,,,Minimum Salary,"$313,737"
492,Admiral Schofield,OKC,,,,,,,,"$300,000"
493,Daishen Nix,HOU,"$292,466","$1,563,518","$1,836,096","$1,988,598",,,Minimum Salary,"$5,680,678"
494,Haywood Highsmith,MIA,"$290,967","$1,752,638","$1,902,137",,,,MLE,"$547,701"
495,Isaiah Thomas,CHO,"$276,039",,,,,,Minimum Salary,"$552,077"
496,Trendon Watford,POR,"$260,561","$1,563,518","$1,836,096","$1,988,598",,,MLE,"$5,648,773"
497,Ish Wainright,TOR,"$8,558",,,,,,,"$375,000"
498,Malik Fitts,BOS,"$231,062","$1,752,638",,,,,Minimum Salary,"$402,218"
499,Joe Wieskamp,SAS,"$202,068",,,,,,Minimum Salary,"$202,068"
